,id,channel_sales,cons_gas_12m,date_activ,date_end,date_modif_prod,date_renewal,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,cons_combined,forecast_cons_combined,margins_combined_ele,churn
38,044d071a5dbc2668cddad4f2b28c91d1,foosdfpfkusacimwkcsosbicdxkicaua,0,2005-03-28,2016-03-28,2015-03-09,2015-03-29,0.0,130.68,0.114604,0.098262,40.606701,f,1,407.98,11,ldkssxwpmemidmecebumciepifcamkci,33.0,41376,7617.28,89.28,0
39,af87b64523cf1f4f4a681e2cc44c8629,foosdfpfkusacimwkcsosbicdxkicaua,0,2011-11-04,2016-11-04,2015-11-01,2015-11-05,0.0,146.56,0.11535999999999999,0.100243,40.606701,f,1,505.47,4,lxidpiddsbxsbosboudacockeimpuepw,19.8,44752,8184.57,7.44,0
40,9403f3f9ff06ec9e49db8255ede2b098,lmkebamcaaclubfxadlmueccxoimlema,0,2011-06-22,2016-06-22,2011-06-22,2015-06-23,0.0,16.12,0.144902,0.0,44.31137796,f,1,50.38,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,2231410,944.14,43.04,0
41,51a7edcf29ed04830da6b3ee79f9e508,lmkebamcaaclubfxadlmueccxoimlema,0,2010-03-12,2016-03-12,2010-03-12,2015-03-13,0.0,120.45,0.120372,0.103487,40.606701,f,1,111.64,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,26.6,20429,869.54,120.78,0
42,d9260de11c54a215fa7363f603bbeaf6,foosdfpfkusacimwkcsosbicdxkicaua,0,2010-06-08,2016-06-08,2010-06-08,2015-06-23,0.0,18.47,0.14571099999999998,0.0,44.31137796,f,1,50.71,6,lxidpiddsbxsbosboudacockeimpuepw,15.0,6751,872.04,48.8,0
43,a853b52e3992aa2df0870fe42d843a65,usilxuppasemubllopkaafesmlibmsdf,0,2011-11-23,2016-11-23,2011-11-23,2015-11-24,0.0,19.54,0.147506,0.0,45.80687796,f,1,86.43,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,6047,913.0,34.26,0
44,91607f6e0ed7143ab1a5b2abc20f1c00,foosdfpfkusacimwkcsosbicdxkicaua,0,2012-09-01,2016-09-01,2012-09-01,2015-09-02,0.0,51.6,0.14316600000000002,0.0,44.31137796,f,1,279.26,3,lxidpiddsbxsbosboudacockeimpuepw,13.85,2251077,7476.51,23.9,0
45,757ea31873662fe77d60e8c4f736a1ec,foosdfpfkusacimwkcsosbicdxkicaua,0,2012-03-01,2016-09-20,2015-09-20,2014-03-03,0.0,16.32,0.142881,0.0,46.30537836,f,1,30.9,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,10733,1016.61,59.0,0
46,d53f9011d82ed1f4850d0d312d04468b,ewpakwlliwisiwduibdlfmalxowmwpci,0,2012-06-25,2016-07-09,2014-07-09,2015-07-12,0.0,16.74,0.144902,0.0,44.31137796,f,1,64.34,4,ldkssxwpmemidmecebumciepifcamkci,10.392000000000001,4259,632.17,29.28,0
47,af47b8ea9a596c200ee39128a95738f9,lmkebamcaaclubfxadlmueccxoimlema,0,2011-01-10,2016-02-29,2011-01-10,2015-03-09,0.0,21.1,0.145877,0.0,44.31137796,f,1,156.21,5,ldkssxwpmemidmecebumciepifcamkci,10.392000000000001,12199,1811.9,46.8,0
48,f8943edfeb1783f3793d3abc6305c1e3,usilxuppasemubllopkaafesmlibmsdf,0,2011-03-15,2016-03-15,2011-03-15,2015-03-16,0.0,18.26,0.14669400000000002,0.0,44.31137796,f,1,0.88,5,lxidpiddsbxsbosboudacockeimpuepw,13.2,13859,8.83,60.44,0
49,adfec8a906dfa5c6d836231e65825539,foosdfpfkusacimwkcsosbicdxkicaua,0,2012-04-04,2016-04-04,2012-04-04,2015-04-05,0.0,131.87,0.11690999999999999,0.10057200000000001,40.606701,f,1,416.74,4,lxidpiddsbxsbosboudacockeimpuepw,26.61,118080,6555.6,64.2,0
50,c6951b289531272a5d02c095db1fb55f,lmkebamcaaclubfxadlmueccxoimlema,0,2008-06-19,2016-04-28,2008-07-10,2015-04-29,0.0,132.68,0.10016699999999999,0.091892,58.99595196,f,2,103.38,8,ldkssxwpmemidmecebumciepifcamkci,25.0,13332,1258.31,-2.6,0
51,34f2d4431b7db25cd660b098acf3d3a0,foosdfpfkusacimwkcsosbicdxkicaua,0,2009-08-01,2016-08-01,2015-07-12,2015-08-02,0.0,130.47,0.114025,0.097683,40.606701,f,1,311.76,6,ldkssxwpmemidmecebumciepifcamkci,19.8,82409,5082.780000000001,24.72,0
52,cdcc2c363d5b34232082cee78776e59e,foosdfpfkusacimwkcsosbicdxkicaua,0,2010-11-18,2016-11-18,2010-11-18,2015-11-21,0.0,0.0,0.0006,0.0,0.0,f,1,80.3,5,lxidpiddsbxsbosboudacockeimpuepw,13.86,5162,0.0,48.66,0
53,b96aa3a8655203318c6b853dbdb0ceb7,foosdfpfkusacimwkcsosbicdxkicaua,0,2010-01-15,2016-02-14,2013-09-14,2015-02-16,0.0,145.41,0.115744,0.098858,40.606701,f,1,719.37,6,lxidpiddsbxsbosboudacockeimpuepw,33.0,94272,15775.41,65.76,1
54,54a77b7ec412ca7133750d2cb2a24096,ewpakwlliwisiwduibdlfmalxowmwpci,0,2010-11-17,2016-11-17,2015-05-24,2015-11-18,0.0,143.04,0.11523699999999999,0.100123,40.606701,f,1,234.39,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,52.5,24570,4841.72,19.86,0
55,0f7487e3c557be9c77570e11ce572454,foosdfpfkusacimwkcsosbicdxkicaua,0,2011-03-05,2016-03-05,2011-03-05,2015-03-06,0.0,129.6,0.120372,0.103487,40.606701,f,1,10.32,5,lxidpiddsbxsbosboudacockeimpuepw,48.0,31777,218.22,217.8,0
56,17e84c1bc19211777dfbb1cca8af94fc,foosdfpfkusacimwkcsosbicdxkicaua,0,2013-06-22,2016-10-09,2013-10-09,2015-10-11,0.0,117.54,0.11523699999999999,0.100123,40.606701,f,1,372.55,3,lxidpiddsbxsbosboudacockeimpuepw,33.0,504197,2858.82,22.08,0
57,b664719a6cbb1966d9987c3f6ec6d209,foosdfpfkusacimwkcsosbicdxkicaua,0,2012-03-13,2016-03-13,2012-03-13,2015-03-16,0.0,129.61,0.120372,0.103487,40.606701,f,1,137.56,4,lxidpiddsbxsbosboudacockeimpuepw,20.0,11553,2171.69,72.44,0
58,d8e589d515b7c905bb73eece1d8781d8,foosdfpfkusacimwkcsosbicdxkicaua,0,2013-04-09,2016-04-09,2013-04-09,2015-04-12,0.0,16.09,0.144149,0.0,44.31137796,f,1,301.91,3,lxidpiddsbxsbosboudacockeimpuepw,10.392000000000001,21553,3213.49,38.56,1
59,a20ef5d293e20e3d9e9f60cf2be3ce63,foosdfpfkusacimwkcsosbicdxkicaua,0,2010-12-20,2016-12-20,2010-12-20,2015-12-21,0.0,142.63,0.11650899999999999,0.101397,40.606701,f,1,364.43,5,ldkssxwpmemidmecebumciepifcamkci,100.0,401994,5353.65,8.92,0
60,64c0ca2d8c32cd4985b6ab53f17f897f,foosdfpfkusacimwkcsosbicdxkicaua,0,2012-11-01,2016-11-01,2012-11-01,2015-11-02,0.0,16.34,0.236794,0.0,44.31137796,f,1,335.8,3,ldkssxwpmemidmecebumciepifcamkci,13.2,10019,775.26,-2.46,0
61,413f4bf21686876dd0d9a2bf0cc5ba1f,foosdfpfkusacimwkcsosbicdxkicaua,0,2012-05-28,2016-05-28,2012-05-28,2015-05-29,0.0,18.32,0.14571099999999998,0.0,44.31137796,f,1,111.5,4,lxidpiddsbxsbosboudacockeimpuepw,15.0,8856,2863.7799999999997,55.38,0
62,3bd97d79feb083b315baa9545c76c84d,foosdfpfkusacimwkcsosbicdxkicaua,0,2011-12-17,2016-12-17,2011-12-17,2015-12-20,0.0,129.24,0.11650899999999999,0.101397,40.606701,f,1,172.91,4,lxidpiddsbxsbosboudacockeimpuepw,19.72,1209293,2637.88,4.92,1
63,cb5171895e4a15e2c72cbbd7cf054cbf,foosdfpfkusacimwkcsosbicdxkicaua,0,2011-05-26,2016-04-01,2014-04-01,2015-04-02,24.0,14.44,0.18618800000000002,0.0,45.80687796,f,1,864.94,5,lxidpiddsbxsbosboudacockeimpuepw,12.5,12504,3470.2,75.12,0
64,b50576e9fd15d9fa7e550be0f19fbf9e,foosdfpfkusacimwkcsosbicdxkicaua,0,2011-01-06,2017-01-06,2011-01-06,2016-01-07,0.0,130.68,0.115744,0.098858,40.606701,f,1,677.58,5,lxidpiddsbxsbosboudacockeimpuepw,16.4,181551,17509.489999999998,32.64,0
65,063acc614e176cf9edb486d267a90097,foosdfpfkusacimwkcsosbicdxkicaua,188601,2010-04-10,2016-04-10,2013-09-16,2015-04-12,0.0,129.26,0.114481,0.098142,40.606701,t,3,580.06,6,lxidpiddsbxsbosboudacockeimpuepw,40.0,175977,16069.279999999999,71.62,0
66,cd2ac5886d344c93b3a2358e4604e1fe,usilxuppasemubllopkaafesmlibmsdf,186857,2011-12-02,2016-12-02,2014-11-17,2015-12-03,0.0,132.13,0.11650899999999999,0.101397,40.606701,t,4,396.63,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,92301,6475.62,1.5999999999999979,0
67,78b67084b27f0d33429985d7a1fd6258,lmkebamcaaclubfxadlmueccxoimlema,0,2013-01-08,2017-01-08,2013-01-08,2016-01-10,0.0,14.91,0.14669400000000002,0.0,44.31137796,f,1,49.0,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,2887,436.45,69.36,0
68,ac9b40690cdc78263fecc452bd92c227,foosdfpfkusacimwkcsosbicdxkicaua,0,2010-01-28,2016-01-28,2010-01-28,2015-01-30,0.0,129.6,0.1169,0.10001499999999999,40.606701,f,1,45.47,6,lxidpiddsbxsbosboudacockeimpuepw,20.785,9476,826.07,103.92,0
69,4d4a8d5a884e49e2a8f7994b21a3cb18,lmkebamcaaclubfxadlmueccxoimlema,0,2011-06-09,2016-06-09,2011-06-09,2015-06-21,0.0,6.67,0.14571099999999998,0.0,44.31137796,f,1,0.16,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,10,1.52,43.04,0
70,d26bcf1a3e3f6252b9812903f402dcf1,ewpakwlliwisiwduibdlfmalxowmwpci,0,2011-03-08,2016-03-08,2011-03-08,2015-03-09,0.0,17.35,0.14588399999999999,0.0,44.31137796,f,1,82.52,5,ldkssxwpmemidmecebumciepifcamkci,10.392000000000001,5682,853.4,47.52,0
71,d44fcb35df8f88e9032ad52678d060a3,foosdfpfkusacimwkcsosbicdxkicaua,187578,2011-06-14,2016-06-14,2011-06-14,2015-06-23,0.0,146.81,0.115174,0.098837,40.606701,t,2,14.59,5,lxidpiddsbxsbosboudacockeimpuepw,29.7,1138515,237.13,94.0,0
72,327e887296aa77019b4954c6bb0a8cc3,foosdfpfkusacimwkcsosbicdxkicaua,227049,2010-01-12,2016-02-09,2010-01-12,2015-02-11,0.0,132.19,0.1169,0.10001499999999999,40.606701,t,2,183.25,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,16.5,18605,3894.81,49.44,0
73,6f062ee9f3f8b2a404078abb4cd85510,lmkebamcaaclubfxadlmueccxoimlema,0,2012-06-11,2016-06-11,2012-06-11,2015-06-14,0.0,19.51,0.14571099999999998,0.0,44.31137796,f,1,35.96,4,ldkssxwpmemidmecebumciepifcamkci,13.856,2502,375.75,45.04,0
74,d8fba21592000ae17ac964d93e827c05,foosdfpfkusacimwkcsosbicdxkicaua,124659,2004-06-03,2016-06-03,2004-06-03,2015-06-23,0.0,133.4,0.11008299999999999,0.09374600000000001,40.606701,t,4,1166.47,12,ldkssxwpmemidmecebumciepifcamkci,37.29,209910,50292.46,-6.32,0
75,9cdfb70886ecb55f8a8620af8a99a722,foosdfpfkusacimwkcsosbicdxkicaua,0,2009-09-09,2016-09-09,2009-09-09,2015-09-10,0.0,145.77,0.11332300000000001,0.096984,40.606701,t,2,848.79,6,lxidpiddsbxsbosboudacockeimpuepw,55.0,100613,17426.489999999998,29.88,0
76,d8711ce9aef0a42cf24b1e65da32fe3f,foosdfpfkusacimwkcsosbicdxkicaua,0,2009-12-01,2016-12-01,2015-11-01,2015-12-02,0.0,13.64,0.16304000000000002,0.084395,46.30537836,f,1,20.73,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392000000000001,597,74.51,41.08,0
77,215fcb61cd9905b5e605b292666975d9,foosdfpfkusacimwkcsosbicdxkicaua,21201,2013-03-22,2016-03-22,2014-06-25,2015-03-23,0.0,145.03,0.11863599999999999,0.10175,40.606701,t,2,530.16,3,ldkssxwpmemidmecebumciepifcamkci,15.001,68280,8907.529999999999,44.88,1
78,33e5a46305e282aef856ef00fee02e2c,foosdfpfkusacimwkcsosbicdxkicaua,14693,2012-09-14,2016-02-04,2014-02-04,2015-02-05,0.0,147.79,0.112852,0.095965,40.606701,t,2,571.66,3,lxidpiddsbxsbosboudacockeimpuepw,20.0,72821,12081.19,39.84,0
79,270835591aad4b5231d23fb7bdcd3bcf,foosdfpfkusacimwkcsosbicdxkicaua,0,2010-01-21,2017-01-21,2015-11-16,2016-01-22,0.0,16.26,0.145541,0.0,44.31137796,f,1,101.81,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,7499,2238.66,69.36,0
80,d766f436878bdf7c211ad1546e4357e9,usilxuppasemubllopkaafesmlibmsdf,0,2011-11-23,2016-11-23,2011-11-23,2015-11-24,0.0,19.49,0.147506,0.0,45.80687796,f,1,102.08,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,7042,1058.3,45.78,0
81,38ff1f75487719c54ba3d4a46f9ee244,lmkebamcaaclubfxadlmueccxoimlema,45795,2010-12-08,2016-12-08,2014-11-17,2015-12-09,0.0,128.19,0.11650899999999999,0.101397,40.606701,t,3,66.87,5,lxidpiddsbxsbosboudacockeimpuepw,25.0,21170,3605.53,121.68,0
82,a29ad433a1585b364e5485ec55b6bbc3,foosdfpfkusacimwkcsosbicdxkicaua,0,2010-01-01,2017-01-01,2010-01-01,2016-01-02,0.0,16.48,0.14588399999999999,0.0,44.31137796,f,1,45.07,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15.0,15803,461.63,75.12,0
83,3143ff0dec9bb97876c726e42b5a66c6,ewpakwlliwisiwduibdlfmalxowmwpci,0,2012-05-30,2016-06-02,2014-06-02,2015-06-07,0.9915466499686914,16.25,0.13590059479022848,0.05295074349405335,43.533495800829066,f,1,30.02,4,ldkssxwpmemidmecebumciepifcamkci,13.856,3296,239.45,69.36,1
84,237111445b27c435937f982ffcaef727,lmkebamcaaclubfxadlmueccxoimlema,0,2011-07-31,2016-04-16,2011-07-31,2014-12-18,0.0,328.74,0.108925,0.092586,40.606701,f,1,2213.86,5,lxidpiddsbxsbosboudacockeimpuepw,100.0,362296,32775.41,-0.48,1
85,be272db990d3604a49a54887dfa904f4,foosdfpfkusacimwkcsosbicdxkicaua,0,2009-07-14,2016-07-14,2009-07-14,2015-07-15,0.0,16.68,0.165793,0.08853899999999999,44.31137796,f,1,59.82,7,ldkssxwpmemidmecebumciepifcamkci,10.35,14157,2573.0,29.14,0
86,6187a71186583ed2457d182b00b632c5,ewpakwlliwisiwduibdlfmalxowmwpci,0,2013-03-16,2016-03-16,2013-03-16,2015-03-17,0.0,10.37,0.16405799999999998,0.086163,44.31137796,f,1,134.5,3,lxidpiddsbxsbosboudacockeimpuepw,14.49,19850,6832.4,59.52,0
